Index,Source,Target,Weight
1,ABW,AGO,343.957176360162
2,ABW,ARG,954969.008044008
3,ABW,AUT,357853.183319844
4,ABW,BEL,25732124.9630301
5,ABW,BGD,70.5728867830611
6,ABW,BGR,4692.06921058643
7,ABW,BHS,3945593.06530933
8,ABW,BMU,1925.3379792272
9,ABW,BRA,126878973.918587
10,ABW,BRB,8212.49146584243
11,ABW,CAN,55028148.5054428
12,ABW,CHE,324350.307940772
13,ABW,CHL,12.3331258455835
14,ABW,CHN,99943.5408106601
15,ABW,CIV,590307.604207483
16,ABW,COL,16317109.8761291
17,ABW,CRI,15558581.5262063
18,ABW,DEU,8059125.71874931
19,ABW,DMA,101.40570139702
20,ABW,DNK,6252207.57453177
21,ABW,DOM,29511387.3560854
22,ABW,ECU,55254436.0132839
23,ABW,ESP,99632.6336708715
24,ABW,FIN,4110.35677486974
25,ABW,FRA,65845696.2559347
26,ABW,FRO,1645.78712672731
27,ABW,GBR,26677508.3915974
28,ABW,GRC,18134513.1341714
29,ABW,GRD,2294.64658093662
30,ABW,GTM,20741339.2223797
31,ABW,GUY,38042.8970180185
32,ABW,HKG,93122.6370443943
33,ABW,IDN,75349.2323535923
34,ABW,IND,26167.4671760377
35,ABW,IRL,638.385889671776
36,ABW,ITA,3562986.95034918
37,ABW,JAM,660779.420339066
38,ABW,KNA,28212.0253717722
39,ABW,KOR,119793.706859127
40,ABW,LBN,49084.4705181061
41,ABW,LCA,3646.49420834419
42,ABW,LKA,13113.5386421457
43,ABW,MEX,27618494.3756272
44,ABW,MYS,68643.4377618854
45,ABW,NGA,10189.9026430843
46,ABW,NIC,4.11104194852783
47,ABW,NLD,26151651.9976617
48,ABW,NZL,587.193824981392
49,ABW,PAN,22466937.4323221
50,ABW,PER,14020976.4683545
51,ABW,POL,8310.47129894901
52,ABW,PRY,1.37034731617594
53,ABW,ROU,6675666.2795
54,ABW,RUS,491.269512849076
55,ABW,SAU,1675620.95814777
56,ABW,SDN,24072259.4580409
57,ABW,SLV,20635.2106189575
58,ABW,SUR,1354143.64433582
59,ABW,SVK,17399.985047144
60,ABW,SVN,76567.4711176727
61,ABW,SWE,451.529440679973
62,ABW,SYC,44158.0732868009
63,ABW,THA,103399.556742056
64,ABW,TTO,179063.283804711
65,ABW,TUR,11334301.6123799
66,ABW,URY,41.1104194852783
67,ABW,USA,897039132.652394
68,ABW,VCT,9903.50005400354
69,ABW,VEN,11935102.9862109
70,ABW,YEM,26415476.0591875
71,ABW,ZAF,2570.08639148798
72,ABW,ZWE,2242.21709261973
73,AFG,AGO,1561950.64827098
74,AFG,ALB,914.021659889354
75,AFG,ARE,4782191.47218206
76,AFG,AUS,111768.267801942
77,AFG,AUT,27809.1432608165
78,AFG,AZE,15485.6098464462
79,AFG,BEL,1762562.64362256
80,AFG,BEN,24238.7033285201
81,AFG,BGD,29341.1915603012
82,AFG,BGR,9657.52271074996
83,AFG,BHR,48244.4476132903
84,AFG,BIH,3452.59006310529
85,AFG,BLR,1172263.61162271
86,AFG,BRA,209125.963226978
87,AFG,BRB,2349.46047358366
88,AFG,BRN,15619.2187097734
89,AFG,CAN,874083.572533065
90,AFG,CHE,47673.1840758594
91,AFG,CHL,642.877888174201
92,AFG,CHN,2459897.44896793
93,AFG,CIV,12350.8780098909
94,AFG,CMR,466.603261157909
95,AFG,COL,56836.5252857134
96,AFG,CRI,1646.4723003854
97,AFG,CZE,257177.877042346
98,AFG,DEU,4032415.33186724
99,AFG,DNK,368621.372530355
100,AFG,DOM,546838.49564462
101,AFG,DZA,825212.191022624
102,AFG,EGY,607315.319798461
103,AFG,ESP,340900.84688978
104,AFG,EST,189.57384771978
105,AFG,ETH,3238.14167090228
106,AFG,FIN,3654459.35211946
107,AFG,FRA,2282379.23176221
108,AFG,GAB,1414.88360395166
109,AFG,GBR,1223362.4926956
110,AFG,GEO,7455.37457365522
111,AFG,GRC,24244.8698914429
112,AFG,GTM,15423.2590435602
113,AFG,HKG,172470.542866588
114,AFG,HRV,57044.1329041141
115,AFG,HUN,6166.56292279175
116,AFG,IDN,704589.424037211
117,AFG,IND,82578694.2093974
118,AFG,IRL,29040.8354096735
119,AFG,IRN,28281629.4230028
120,AFG,IRQ,4749043.45577742
121,AFG,ISR,753691.023896769
122,AFG,ITA,206067.798861541
123,AFG,JOR,940002.074656734
124,AFG,JPN,480412.936236672
125,AFG,KAZ,825008.694446172
126,AFG,KEN,29798.887563904
127,AFG,KGZ,448572.231171666
128,AFG,KHM,2733.15772211292
129,AFG,KNA,10651.0245149775
130,AFG,KOR,884524.933908667
131,AFG,LBN,37299.483598993
132,AFG,LKA,478327.95279511
133,AFG,LTU,451649.346070139
134,AFG,LUX,13103.2610372744
135,AFG,MDG,1046.95425681598
136,AFG,MEX,375157.244054856
137,AFG,MKD,5760.30975743823
138,AFG,MLT,351.49408659913
139,AFG,MNE,1633.45400088172
140,AFG,MOZ,66148.035299129
141,AFG,MUS,411.789368510871
142,AFG,MWI,2078.31259082655
143,AFG,MYS,17957.7164048276
144,AFG,NCL,2326.16456920866
145,AFG,NER,12607.8804824768
146,AFG,NGA,577413667.833796
147,AFG,NIC,389.178637793968
148,AFG,NLD,1166946.66403595
149,AFG,NOR,684709.129532651
150,AFG,NZL,40198.4533463632
151,AFG,PAK,130958509.526795
152,AFG,PER,4795.53043295771
153,AFG,PHL,143368.47691296
154,AFG,POL,257891.142820415
155,AFG,ROU,250.684486284646
156,AFG,RUS,17583793.8437047
157,AFG,SAU,1651193.83206328
158,AFG,SDN,4035330.32028956
159,AFG,SGP,506039.801396478
160,AFG,SLV,22480.2051350373
161,AFG,SRB,40390.9871442859
162,AFG,SVK,50556.2235356791
163,AFG,SVN,21150.6256515176
164,AFG,SWE,89708.416706142
165,AFG,SWZ,1987901.87112087
166,AFG,SYC,113049.166382229
167,AFG,SYR,1689407.33732216
168,AFG,THA,181892.365838956
169,AFG,TJK,4038259.37669744
170,AFG,TKM,3971912.64103746
171,AFG,TTO,41200.1772344878
172,AFG,TUN,169579.110029457
173,AFG,TUR,4143954.95036774
174,AFG,TZA,9984.35054565792
175,AFG,UGA,1363.49557959506
176,AFG,UKR,434972.219232278
177,AFG,USA,85035258.2885188
178,AFG,UZB,503826.005307196
179,AFG,VEN,704761.402625391
180,AFG,YEM,50695.998961929
181,AFG,ZAF,445826.740323707
182,AFG,ZWE,78.7949706801167
183,AGO,ARE,205762895.898518
184,AGO,AUS,15152.6154486155
185,AGO,AUT,94059.9546086587
186,AGO,AZE,1760.211127628
187,AGO,BEL,171202015.781872
188,AGO,BEN,50048.5098550359
189,AGO,BGD,55355.1798369272
190,AGO,BHS,74146023.5588757
191,AGO,BOL,6160.39635986895
192,AGO,BRA,132213904.57318
193,AGO,BRN,3654.03111858315
194,AGO,BWA,327837.095706326
195,AGO,CAN,1592933520.0271
196,AGO,CHE,23861169.902219
197,AGO,CHL,29094442.780026
198,AGO,CHN,10931302283.2851
199,AGO,CIV,23480727.2285656
200,AGO,CMR,10776.4112944076
201,AGO,COG,466273082.823813
202,AGO,COL,113522.312366648
203,AGO,CPV,21089.6451959478
