reporterISO,partnerISO,primaryValue
ABW,AGO,30748.198387237793
ABW,ARE,96049.5838134361
ABW,ATG,5798.025604921606
ABW,AUT,4248.38991197967
ABW,BEL,318888.9002582302
ABW,BGR,2237.8043137478826
ABW,BHR,8047.851891191542
ABW,BHS,1185.595480627236
ABW,BMU,47.51541520620984
ABW,BOL,89.82130898619668
ABW,BRA,30490.584690336655
ABW,BRB,1526.7905103007427
ABW,CAN,7755787.228366374
ABW,CHE,886163.6620170476
ABW,CHN,105498120.30297111
ABW,COL,20588704.769268967
ABW,CRI,35297.08379962988
ABW,CUW,14397047.15290707
ABW,CZE,2616.7826856335564
ABW,DEU,164666.8502365211
ABW,DNK,52582.390386814215
ABW,DOM,15169769.852370033
ABW,ECU,9252.911517806864
ABW,ESP,250367.8823196317
ABW,FIN,57.81996308225535
ABW,FJI,141.973770736627
ABW,FRA,3975040.5979969287
ABW,GBR,70126.45562066369
ABW,GHA,447.213370496201
ABW,GRC,53.24016402623512
ABW,GRD,117.67507437002969
ABW,GTM,1256450.6967726888
ABW,GUY,6996.7880078349
ABW,HKG,120470.46921884803
ABW,HND,5718.451596323254
ABW,IDN,323.44830833142845
ABW,IND,24531.69364357234
ABW,IRL,79793.64889137956
ABW,ISR,168880.09019074583
ABW,ITA,6535386.99233803
ABW,JAM,21313.699554284372
ABW,JOR,4939958.46110983
ABW,KNA,25315.9842319158
ABW,KOR,63615724.54901864
ABW,KWT,586604.1345652326
ABW,LBN,2443.895271268793
ABW,LCA,9926.141979041837
ABW,LKA,574.1923066485358
ABW,LUX,464.2771293040504
ABW,LVA,36.459780284977015
ABW,MAR,1305777.9949804367
ABW,MEX,1644553.7458026009
ABW,MNG,25.18889480811124
ABW,MSR,281.6576419452439
ABW,MYS,1496871.8280175265
ABW,NCL,60.10986261026546
ABW,NGA,7245.242106623997
ABW,NLD,4031015.47453449
ABW,NOR,2489.693261828995
ABW,NZL,4484.626824311951
ABW,PAK,9130.401893058322
ABW,PAN,2342949.057900641
ABW,PER,895.2991927125739
ABW,PHL,9125.249619120299
ABW,POL,615.4104981527178
ABW,PRT,15042295.61438464
ABW,PSE,247435.09349913275
ABW,RWA,1123.5798491347841
ABW,SAU,1124199.2669571107
ABW,SDN,44003824.15637804
ABW,SEN,2199997.500065554
ABW,SGP,55997284.52571481
ABW,SLV,13793062.00540388
ABW,SUR,1380942.8020376046
ABW,SVK,82364.25174570661
ABW,SVN,75811.1311989488
ABW,SWE,919.8177194338601
ABW,SYC,8913.353193821002
ABW,THA,446367.8250954833
ABW,TTO,311088.03235033085
ABW,TUR,4259.785596980812
ABW,TZA,3184.6777685800644
ABW,URY,274948.23632817424
ABW,USA,35276470.69655362
ABW,VCT,28938.972814102046
ABW,VEN,8226596.296074073
ABW,YEM,860260.8675596091
ABW,ZAF,35680.8320322324
ABW,ZWE,57.81996308225535
AFG,AGO,45839.78122658844
AFG,ALB,6233.106515243527
AFG,AND,456.6792426701128
AFG,ARE,14540713.28190452
AFG,ARG,13295.568841541757
AFG,ARM,26767.20805779221
AFG,AUS,1263378.2153198014
AFG,AUT,139396.4985499246
AFG,BDI,2178.26692601962
AFG,BEL,218960.17111428146
AFG,BEN,78991.80164335485
AFG,BFA,12790.20118263221
AFG,BGR,8502.969422383552
AFG,BHR,92095.17921751071
AFG,BHS,290.8172400572843
AFG,BIH,212025.80462263036
AFG,BLR,783202.8860676588
AFG,BMU,7736.425555382166
AFG,BOL,262.88046581556097
AFG,BRA,549194.0459761313
AFG,BRB,3390.7687261009746
AFG,BRN,3212.729037798188
AFG,CAF,1490993.6559291247
AFG,CAN,1244868.9574348957
AFG,CHE,83702.95105372638
AFG,CHL,197412.24975924948
AFG,CHN,9944922.590020811
AFG,CIV,146035.14512662895
AFG,CMR,1479.8475699765354
AFG,COG,4173.918944479489
AFG,COL,45344.59045365625
AFG,CRI,14584.942568778411
AFG,CZE,187447.16803873383
AFG,DEU,17050364.943925627
AFG,DNK,184355.23120103817
AFG,DOM,121795.86764545935
AFG,DZA,27554.361020545686
AFG,ECU,1600.0672951970664
AFG,EGY,377076.61032766127
AFG,ESP,2329157.1951270695
AFG,EST,17482.81042147521
AFG,FIN,5773067.9899658235
AFG,FJI,18988.41936114186
AFG,FRA,2803880.6439942685
AFG,GAB,945.3077360299048
AFG,GBR,2147049.2982291398
AFG,GHA,4189.9098853584655
AFG,GIN,70.9868853683135
AFG,GRC,29398.30261547583
AFG,GRL,3989.4114349598385
AFG,GTM,37.210867330164334
AFG,HKG,1328178.3646383137
AFG,HND,28957.496956333885
AFG,HRV,1044.1941847726114
AFG,HUN,3581.4028618078164
AFG,IDN,121498.06163204256
AFG,IND,139524012.17761675
AFG,IRL,67908.03187157113
AFG,IRN,19092909.76650449
AFG,IRQ,20258.741124305467
AFG,ISR,925691.8841980881
AFG,ITA,3914575.22848494
AFG,JOR,1549594.4747504315
AFG,JPN,255232.77386688918
AFG,KAZ,1815256.0235427606
AFG,KGZ,326580.8908857463
AFG,KNA,1842.7966451661382
AFG,KOR,16177.567690509444
AFG,KWT,52647.0800484805
AFG,LAO,752.231994951322
AFG,LBN,693238.4583609615
AFG,LKA,15186.041194881065
AFG,LTU,16393.390721024396
AFG,LUX,15691.536515689299
AFG,LVA,1442881.3457798706
AFG,MAR,467.71197859606553
AFG,MDA,47778.753651931
AFG,MDG,54.14410186491711
AFG,MEX,489069.87149381585
AFG,MKD,2162.237629323549
AFG,MMR,22630.956815598725
AFG,MOZ,512548.2113545035
AFG,MRT,12386.0665470067
AFG,MUS,7642.539674733752
AFG,MYS,42110.679845223975
AFG,NCL,534.1190649083588
AFG,NER,603.9610005126673
AFG,NGA,5815.199851381682
AFG,NIC,930.2716832541083
AFG,NLD,1081728.2027241685
AFG,NOR,68232.70871099933
AFG,NPL,34702.28239722925
AFG,NZL,119935.27619106104
AFG,PAK,224505351.73806903
AFG,PER,6370.9928153226565
AFG,PHL,172614.91632093032
AFG,POL,276455.5626924869
AFG,PRY,133.38664750658907
AFG,QAT,80581.56439067586
AFG,ROU,20528.376793728658
AFG,RUS,7248865.300152191
AFG,SAU,289683.16731603735
AFG,SDN,30747.12213445963
AFG,SEN,925188.6787768079
AFG,SGP,139717.64436428063
AFG,SLV,82662.08695534238
AFG,SRB,54264.321590137646
AFG,SVK,17268.67275701287
AFG,SVN,19886.632451003825
AFG,SWE,167657.69373480394
AFG,SYC,212883.2088405288
AFG,TGO,5985.413808047493
AFG,THA,31120.879535421438
AFG,TTO,130.77329967024752
AFG,TUN,53761.11616885742
AFG,TUR,20488182.75978838
AFG,TZA,4448.1298331596445
AFG,UKR,593869.4132927267
AFG,URY,13362.13622082101
AFG,USA,41681666.59617639
AFG,YEM,24783.582591653452
AFG,ZAF,220311.81579680793
AFG,ZWE,2988.244462318537
AGO,ARE,496781865.5386588
AGO,ARG,5155.662989324209
AGO,AUS,30851606.815073438
AGO,AUT,106160.30142650855
AGO,AZE,1728.8741436476353
AGO,BEL,420190173.4836152
AGO,BEN,3734831.854933314
AGO,BFA,1012704.2421302607
AGO,BGR,1494.731916908601
AGO,BHS,30326318.175219968
AGO,BRA,644644562.876821
AGO,BRB,6844.509689222227
AGO,CAN,1556934170.6327868
AGO,CHE,128820068.61301893
AGO,CHL,221372315.6863239
AGO,CHN,17807412293.027718
AGO,CIV,6063090.064701906
AGO,CMR,1754069.3356794484
AGO,COG,13574854.54945335
AGO,COL,209933.4089289111
AGO,CPV,16863.54602241685
AGO,CRI,397.8700429917571
AGO,CZE,4521.979092937971
AGO,DEU,98974313.26041439
AGO,DNK,235415.98335148967
AGO,DOM,12440.720723991482
AGO,DZA,70510.5862664874
AGO,ECU,79955.2768697651
AGO,ESP,2133301986.0233607
AGO,ETH,58.96949264531642
AGO,FIN,5285.088110647341
AGO,FJI,12.021972522053092
AGO,FRA,1190390656.1833632
AGO,GAB,1892818.1888155644
AGO,GBR,372291533.80092746
AGO,GHA,13746637.701561395
AGO,GIN,8209.862282798256
AGO,GMB,23899.69912056289
AGO,GRC,3398.78337444901
AGO,GTM,108.19775269847783
AGO,HKG,20715252.059360273
AGO,HND,4748.679146210971
AGO,HUN,679.527684937001
AGO,IDN,119808296.68243381
AGO,IND,3229713051.9999247
AGO,IRL,4094.7118922805016
AGO,ISR,16418923.673236592
AGO,ITA,771608566.0218588
AGO,JPN,317305826.30743057
